id,text_chunk,embedding
006d4700-f41b-11ee-9ae3-01bf1558124b,"¿Cuáles son los elementos esenciales que deben detallarse en el contrato de rent to rent?
",
006f6f40-f42e-11ee-9ae3-01bf1558124b,"¿Qué otras entidades, además de las sociedades civiles, están sujetas al régimen especial de atribución de rentas?",
007b2280-f443-11ee-9ae3-01bf1558124b,¿Qué recursos existen ante la calificación del registrador?,
007de1a0-f443-11ee-9ae3-01bf1558124b,¿Cuál es el plazo que tiene la Dirección General de los Registros y del Notariado para resolver el Recurso Gubernativo?,
00861470-f442-11ee-9ae3-01bf1558124b,¿Qué aspectos específicos se acuerdan en un precontrato de alquiler?,
0087c220-f442-11ee-9ae3-01bf1558124b,¿Qué consecuencias se contemplan en un precontrato de alquiler en caso de incumplimiento?,
008cb5e0-f41b-11ee-9ae3-01bf1558124b,"¿Cómo se establece de manera clara y precisa el consentimiento del propietario en el contrato para un ""Rent to Rent""?
",
008d8f10-f722-11ee-a109-493fea4b740b,quién está obligado a comunicar el cambio de titularidad al administrador de fincas?,
00947e10-f41b-11ee-9ae3-01bf1558124b,¿cómo funciona el contrato para rent to rent?,
009adeb0-1430-11ef-9dd0-2f00890c214c,cuando entro en vigor el decreto 6/2024?,
00a5b4f0-f443-11ee-9ae3-01bf1558124b,¿Qué sucede si la Dirección General de los Registros y del Notariado no resuelve el Recurso Gubernativo en el plazo establecido?,
00a71480-f443-11ee-9ae3-01bf1558124b,¿Ante quién es recurrible la Resolución dictada por la Dirección General de los Registros y del Notariado o la presunta?,
00a94e80-f42f-11ee-9ae3-01bf1558124b,¿Puede un inquilino ser demandante en un proceso de desahucio?,
00b4b040-f41b-11ee-9ae3-01bf1558124b,Qué tipo de contrato se ha de hacer para un alquiler rent to rent,
00b69a50-f442-11ee-9ae3-01bf1558124b,¿Es necesario especificar la cuantía económica en un precontrato de alquiler?,
00bacac0-f41b-11ee-9ae3-01bf1558124b,"¿Qué documento específico necesito para hacer un alquiler ""Rent to Rent""?






",
00bcfd90-f42f-11ee-9ae3-01bf1558124b,¿Quién será el demandante y quién será el demandado en el desahucio?,
00c01560-f430-11ee-9ae3-01bf1558124b,¿Qué puede hacer el dueño de la casa si el inquilino no paga voluntariamente?,
00c48230-f430-11ee-9ae3-01bf1558124b,¿Qué pasa si el inquilino no paga la deuda después de que el juez lo diga?,
00c4e040-f444-11ee-9ae3-01bf1558124b,¿Cuál es el plazo del derecho de tanteo y retracto a favor de la Generalitat?,
00c6d180-f443-11ee-9ae3-01bf1558124b,¿Dónde se puede plantear el Juicio Verbal en caso de querer recurrir la calificación del registrador?,
00cf3d20-f41b-11ee-9ae3-01bf1558124b,"¿Cuál es el contrato adecuado para arrendar y después subarrendar una propiedad?


",
00cfe950-f42f-11ee-9ae3-01bf1558124b,¿Contra quién se interpone la demanda de desahucio cuando los ocupantes son desconocidos?,
00d736f0-f41c-11ee-9ae3-01bf1558124b,¿Es legalmente obligatorio para todas las empresas disponer de un Protocolo de desconexión digital?,
00e1be40-f41c-11ee-9ae3-01bf1558124b,"¿Es obligatorio para todas las empresas tener un protocolo de desconexión digital?
",
00e49d40-f444-11ee-9ae3-01bf1558124b,¿Cuántos años dura la vigencia del Decreto ley mencionado en el texto?,
00e6ccb0-f42f-11ee-9ae3-01bf1558124b,¿Qué se entiende por 'frente a los ignorados ocupantes' en el contexto de una demanda de desahucio?,
00e81c50-f41b-11ee-9ae3-01bf1558124b,"¿Cómo se denomina el tipo de contrato necesario para realizar un alquiler ""Rent to Rent""?",
00ec9e40-f41d-11ee-9ae3-01bf1558124b,la compra de un terreno urbano tributa ITP al 10% ó IVA al 21%?,
00ee5150-f430-11ee-9ae3-01bf1558124b,¿Cómo se llama eso de demandar al inquilino para bloquear su dinero y cosas si no paga?,
00f1acb0-f430-11ee-9ae3-01bf1558124b,¿Cuánto tiempo tiene el dueño de la casa para demandar al inquilino con el fin de embargar sus bienes después de la primera sentencia?,
00f34340-f444-11ee-9ae3-01bf1558124b,¿En qué fecha entró en vigor el Decreto-ley referido en el documento?,
00f599c0-f42f-11ee-9ae3-01bf1558124b,¿En qué momento debe surtir efecto la demanda de desahucio contra los ocupantes desconocidos?,
010265a0-f41c-11ee-9ae3-01bf1558124b,"¿Todos los empleados tienen derecho a la desconexión digital fuera del horario laboral?
",
01046c00-f41d-11ee-9ae3-01bf1558124b,"La compraventa de un terreno urbano e caso de tributar con IVA, que porcentaje aplica?
",
010a9670-f431-11ee-9ae3-01bf1558124b,¿qué es la demanda de desahucio y qué incluye?,
010e6700-f431-11ee-9ae3-01bf1558124b,¿Qué se solicita en la demanda contra el inquilino además del desahucio por impago?,
011024a0-f445-11ee-9ae3-01bf1558124b,¿Qué métodos de valoración hay?,
01109f70-f89b-11ee-ab53-f770327e695f,Me gustaría saber cómo puedo obtener un informe con las últimas transacciones de compraventa en distintas zonas de Madrid,
0111dee0-f430-11ee-9ae3-01bf1558124b,¿Qué tipos de bienes puede embargar el dueño de la casa si el inquilino no paga la deuda?,
01129b40-f89b-11ee-ab53-f770327e695f,He escuchado que por medio del colegio de registradores se puede saber los precios de compraventa de las transacciones de compraventa. Que sabes de eso?,
01138000-f445-11ee-9ae3-01bf1558124b,¿Cuáles son los métodos de valoración de una vivienda?,
011757c0-f41d-11ee-9ae3-01bf1558124b,"¿Cuál es el impuesto que se aplica cuando tanto el vendedor como el comprador son empresa o son profesionales?

",
011f8a90-f41c-11ee-9ae3-01bf1558124b,"¿Las empresas deben limitar el uso de medios tecnológicos durante los períodos de descanso?
",
012f9ab0-f41d-11ee-9ae3-01bf1558124b,"¿Qué formulario debe completar el vendedor para declarar el IVA en una venta de terreno cuando el comprador también es un empresario o profesional?

",
012faaa0-f431-11ee-9ae3-01bf1558124b,¿Qué documentos deben adjuntarse a la demanda para respaldar las solicitudes del arrendador?,
01331290-f41c-11ee-9ae3-01bf1558124b,"¿Qué aspectos debe cubrir el protocolo de desconexión digital según la normativa?




",
013ba880-54dc-11ef-8a26-c70f64ec2d05,"cuánto costaría (gastos notariales, registrales, gestión e impuestos) otorgar e inscribir una escritura pública añadiendo una planta a un inmueble?",
013cd9f0-f445-11ee-9ae3-01bf1558124b,¿Dónde se regulan los métodos de valoración?,
013d54c0-f89b-11ee-ab53-f770327e695f,que es el mvi?,
013ffe50-f431-11ee-9ae3-01bf1558124b,¿Quién debe asumir las costas del proceso según la demanda?,
0140aa80-f445-11ee-9ae3-01bf1558124b,¿Cuál es la normativa que regula los métodos de valoración de una vivienda?,
0140b1b0-f41d-11ee-9ae3-01bf1558124b,"¿Cuál es el impuesto que se paga cuando el vendedor es un profesional pero el comprador es un particular?

",
0147dd80-54dc-11ef-8a26-c70f64ec2d05,"los costes de otorgar la escritura, pagar impuestos e inscribir en el registro de la propiedad, una segunda planta de un inmueble que registralmente sólo consta que tiene una planta?",
014b4390-f41e-11ee-9ae3-01bf1558124b,como puedo publicar en portales?,
014d3f60-f41e-11ee-9ae3-01bf1558124b,"¿Qué información esencial deben proporcionar los vendedores o arrendadores al público al vender o alquilar una vivienda?
",
01558cb0-f432-11ee-9ae3-01bf1558124b,¿Qué obligaciones tiene el optante?,
01567600-0618-11ef-b68a-97637664f329,cuando se paga el ibi?,
015ac960-f41d-11ee-9ae3-01bf1558124b,"¿Qué sucede si compro un terreno a un particular? ¿Tengo que pagar el IVA o hay otro impuesto?

",
015beac0-f431-11ee-9ae3-01bf1558124b,"En caso de desahucio por finalización de contrato, ¿qué documento se debe enviar al inquilino y adjuntar a la demanda?",
015bf550-f432-11ee-9ae3-01bf1558124b,¿Qué debo hacer si quiero ejercer mi opción de compra dentro del plazo establecido?,
01635c70-18de-11ef-8122-7be37c204bdf,¿Qué artículo de la LEC regula la declaración de los testigos via electrónica?,
0165d070-f41e-11ee-9ae3-01bf1558124b,"¿Qué medidas de seguridad deben describir los vendedores o arrendadores al anunciar una vivienda?
",
0168d300-54dc-11ef-8a26-c70f64ec2d05,"cual es el valor de la construcción para regularizar la segunda planta de un inmueble, sobre el que se pagan impuestos sobre el valor de la construcción?",
01696830-f445-11ee-9ae3-01bf1558124b,¿Para qué finalidad se utilizan los métodos de valoración establecidos en la OM ECO 805/2003?,
016b6b30-f41d-11ee-9ae3-01bf1558124b,"¿Puedo declarar el IVA yo mismo si soy empresario y compro un terreno a un particular?

",
016e9df0-f89b-11ee-ab53-f770327e695f,de donde salen los datos del MVI?,
016f6630-f446-11ee-9ae3-01bf1558124b,¿Puede el propietario del suelo poseer el derecho de vuelo?,
017113e0-f446-11ee-9ae3-01bf1558124b,¿Quién tiene el suelo tiene el vuelo?,
0177f8e0-f41e-11ee-9ae3-01bf1558124b,"¿Qué detalles específicos deben incluir los vendedores o arrendadores al ofrecer una propiedad, según la normativa nacional?
",
01788900-f89b-11ee-ab53-f770327e695f,Como puedo acceder a la herramienta MVI del colegio de registradores?,
017d8710-f432-11ee-9ae3-01bf1558124b,¿Tengo que pagar algo adicional además del precio acordado en un contrato de opción de compra?,
0187d030-f446-11ee-9ae3-01bf1558124b,¿Es posible reservar el derecho de vuelo al enajenar un edificio o parte de él?,
018946e0-f432-11ee-9ae3-01bf1558124b,¿Qué sucede si no comunico de manera clara mi intención de ejercer la opción dentro del plazo acordado?,
01903140-f41d-11ee-9ae3-01bf1558124b,"¿Qué sucede si el terreno que compro tiene edificaciones en proceso de construcción?

",
01907f60-f41d-11ee-9ae3-01bf1558124b,"¿Necesito emitir una factura si vendo un terreno con edificaciones en construcción?

",
01919b60-f41e-11ee-9ae3-01bf1558124b,"¿Qué información sobre el edificio y las zonas comunes se requiere proporcionar a los posibles compradores o arrendatarios?
",
0195c4a0-f41f-11ee-9ae3-01bf1558124b,¿Cuál es el mínimo exento del Impuesto de Patrimonio en Madrid?,
0198aad0-f41f-11ee-9ae3-01bf1558124b,¿Cuál es el mínimo exento del Impuesto de Patrimonio en Aragón?,
0199f3b0-f89b-11ee-ab53-f770327e695f,donde puedo obtener datos de compraventas reales?,
019cd670-1682-11ef-9dd0-2f00890c214c,¿Cuáles son las obligaciones del nudo propietario?,
019df040-f446-11ee-9ae3-01bf1558124b,¿Cómo puede nacer el derecho de vuelo?,
01a7f270-f432-11ee-9ae3-01bf1558124b,¿Puedo perder mi derecho de opción si no informo adecuadamente al vendedor dentro del tiempo establecido?,
01a80990-f41e-11ee-9ae3-01bf1558124b,"¿Qué tipo de materiales se espera que los vendedores o arrendadores mencionen al promocionar una propiedad?
",
01a96c80-f447-11ee-9ae3-01bf1558124b,¿Puede ofrecerse al inquilino el perdón de la deuda a cambio de una entrega rápida del inmueble?,
01ac69d0-f433-11ee-9ae3-01bf1558124b,¿Qué sucede con bienes indivisibles en un condominio al momento de extinguirlo?,
01acc7e0-f447-11ee-9ae3-01bf1558124b,¿La condonación de la deuda puede ser parcial?,
01b1ed70-f446-11ee-9ae3-01bf1558124b,¿El derecho de vuelo se considera una simple facultad del dominio?,
01b2d270-f433-11ee-9ae3-01bf1558124b,¿Cómo se divide un bien divisible entre copropietarios?,
01b734b0-f432-11ee-9ae3-01bf1558124b,¿La falta de comunicación fehaciente del ejercicio de la opción dentro del plazo fijado extingue el derecho de opción?,
01bbea40-f41f-11ee-9ae3-01bf1558124b,¿Cuál es el mínimo exento del Impuesto de Patrimonio en Galicia?,
01bf3080-f41d-11ee-9ae3-01bf1558124b,¿Qué debo hacer si compro un terreno en Canarias y quiero saber cómo se aplica el impuesto?,
01c380d0-f41e-11ee-9ae3-01bf1558124b,"¿Cómo deben presentarse los detalles sobre el precio total y la forma de pago al ofrecer una vivienda?
",
01c49cd0-f41f-11ee-9ae3-01bf1558124b,¿Cuál es el mínimo exento del Impuesto de Patrimonio en Andalucía?,
01d11560-f41e-11ee-9ae3-01bf1558124b,"¿Qué sanciones pueden enfrentar los vendedores o arrendadores que no cumplan con la normativa de protección al consumidor en la venta o alquiler de viviendas?
",
01d66ff0-f447-11ee-9ae3-01bf1558124b,¿Es necesario especificar la cantidad exacta de deuda que se condonará?,
01d94630-f433-11ee-9ae3-01bf1558124b,¿Cuál es el proceso de división de una cosa común indivisible?,
01db23c0-3325-11ef-ac10-735b2122cefb,¿cuál es la diferencia entre un personal shopper inmobiliario y un agente?,
01ddea00-f447-11ee-9ae3-01bf1558124b,¿Cuál es el plazo mínimo que se debe otorgar para la entrega del inmueble?,
01dfaed0-f433-11ee-9ae3-01bf1558124b,¿Se puede realizar una separación física en bienes indivisibles al extinguir un condominio?,
01e8c6a0-f41f-11ee-9ae3-01bf1558124b,¿Cuál es el mínimo exento del Impuesto de Patrimonio?,
01ea69c0-f41e-11ee-9ae3-01bf1558124b,que requisitos tengo que cumplir para publicar anuncios sobre compraventa o alquiler?,
01ec4910-f41f-11ee-9ae3-01bf1558124b,"¿Cuánto es el límite de exención en el Impuesto sobre el Patrimonio?
",
01ee7680-f420-11ee-9ae3-01bf1558124b,"¿Qué se requiere para la inscripción de adquisiciones de extranjeros en el Registro de la Propiedad?
",
01f10e90-f420-11ee-9ae3-01bf1558124b,"¿Cómo se registra la adquisición de propiedades por parte de extranjeros en España?
",
01f1bac0-f434-11ee-9ae3-01bf1558124b,¿Qué es la Certificación de Dominio y Cargas?,
01f22e30-3325-11ef-ac10-735b2122cefb,¿Cómo trabaja un Personal Shopper Inmobiliario?,
01f24c70-f433-11ee-9ae3-01bf1558124b,¿Cómo se lleva a cabo la transferencia de un bien para extinguir un condominio?,
01f5b260-f434-11ee-9ae3-01bf1558124b,¿Quién suscribe la Certificación de Dominio y Cargas?,
02003bb0-f41e-11ee-9ae3-01bf1558124b,que necesito para poder publicar en portales?,
02075b10-f433-11ee-9ae3-01bf1558124b,"¿Qué ocurre con el dinero obtenido de la venta al extinguir un condominio?
",
0210b2b0-3325-11ef-ac10-735b2122cefb,¿qué es un Personal Shopper Inmobiliario?,
0210c100-f41f-11ee-9ae3-01bf1558124b,"¿Cuál es el importe mínimo que no se grava en el Impuesto de Patrimonio?
",
0211d270-f41f-11ee-9ae3-01bf1558124b,a partir de qué cantidad tengo que pagar el impuesto sobre el patrimonio?,
02120410-f420-11ee-9ae3-01bf1558124b,"¿Cuáles son los requisitos si los cónyuges extranjeros tienen nacionalidades diferentes al adquirir una propiedad?
",
0213b1c0-f420-11ee-9ae3-01bf1558124b,"¿Qué sucede si los cónyuges extranjeros tienen la misma nacionalidad al adquirir una propiedad?
",
0216f600-f434-11ee-9ae3-01bf1558124b,¿Qué información proporciona la Certificación de Dominio y Cargas sobre la finca?,
021a94f0-f433-11ee-9ae3-01bf1558124b,¿Cuándo se firma una escritura de extinción del condominio ante notario?,
02201dc0-f434-11ee-9ae3-01bf1558124b,¿Qué validez tiene la Certificación de Dominio y Cargas en comparación con la nota simple informativa?,
02254c20-3325-11ef-ac10-735b2122cefb,"Cómo trabaja un agente del comprador inmobiliario, cuáles son sus funciones y cuánto debería de cobrar por esa gestiones",
0227c830-0867-11ef-b68a-97637664f329,Qué tipos de viviendas protegidas existen?,
0227db60-f433-11ee-9ae3-01bf1558124b,¿Depende la extinción del condominio de un acuerdo mutuo entre los copropietarios?,
022c5c10-0867-11ef-b68a-97637664f329,"¿cuáles son las diferencias entre VPO, VPPB y VPPL?",
022dfb10-f421-11ee-9ae3-01bf1558124b,qué son los coeficientes de abatimiento?,
022ebe60-f421-11ee-9ae3-01bf1558124b,que son los coeficientes reductores?,
023616c0-f434-11ee-9ae3-01bf1558124b,¿En qué situaciones es útil la Certificación de Dominio y Cargas?,
023626b0-f448-11ee-9ae3-01bf1558124b,¿Qué significa vivienda en régimen de cooperativa?,
023dcf00-f420-11ee-9ae3-01bf1558124b,"¿Es necesario el consentimiento de ambos cónyuges extranjeros para cualquier disposición de la propiedad?
",
023f4e70-f448-11ee-9ae3-01bf1558124b,¿Qué es una cooperativa de viviendas?,
023f9930-f41f-11ee-9ae3-01bf1558124b,"¿Cuál es la cantidad que está libre de impuestos en el Impuesto sobre el Patrimonio?
",
02411fd0-f41f-11ee-9ae3-01bf1558124b,cuando se si tengo que pagar el IP?,
02439b60-f420-11ee-9ae3-01bf1558124b,"¿Qué ocurre si el adquirente extranjero compró la propiedad como soltero y la vende en las mismas condiciones?
",
02439ec0-f449-11ee-9ae3-01bf1558124b,¿Qué establece la AP de A Coruña en relación con la responsabilidad del inquilino por incendio?,
02477a20-3325-11ef-ac10-735b2122cefb,Cuáles son las funciones específicas y las tarifas de un personal Shopper Inmobiliario,
02491d00-f449-11ee-9ae3-01bf1558124b,¿El inquilino es responsable en caso de incendio?,
0252f6e0-0867-11ef-b68a-97637664f329,Qué son viviendas protegidas?,
0259d800-3a28-11ef-bb03-5130cd4c5180,"cuales son los PASOS PARA CAMBIAR EL USO DE LOCAL A VIVIENDA?
",
025a0990-f420-11ee-9ae3-01bf1558124b,"¿Cómo se determina el régimen económico matrimonial aplicable a los extranjeros?
",
025b8260-0867-11ef-b68a-97637664f329,Qué es una Vivienda de Protección Pública Básica?,
025cfd40-3e02-11ef-bb03-5130cd4c5180,¿Qué pasa cuando un suelo calificado como dotacional pertenece a un privado?,
02612af0-f41f-11ee-9ae3-01bf1558124b,"¿Cuál es la exención mínima en el Impuesto de Patrimonio?
",
0261a380-f448-11ee-9ae3-01bf1558124b,¿Para qué sirven las cooperativas?,
026a8450-f420-11ee-9ae3-01bf1558124b,"¿Se exige la acreditación de la legislación extranjera en todas las transacciones inmobiliarias con extranjeros?
",
026b3d10-f41f-11ee-9ae3-01bf1558124b,"¿Cuánto valor está exento de impuestos en el Impuesto sobre el Patrimonio?
",
026bcb00-3325-11ef-ac10-735b2122cefb,Te pregunto para que me describas Cuáles son las funciones específicas y las tarifas de un personal Shopper Inmobiliario,
026c78f0-f448-11ee-9ae3-01bf1558124b,¿Cómo se logra adquirir una vivienda a través de una cooperativa?,
026e7f50-f449-11ee-9ae3-01bf1558124b,¿Qué dice la AP de Madrid sobre la responsabilidad del seguro del arrendador en caso de incendio?,
026f90c0-f449-11ee-9ae3-01bf1558124b,¿La responsabilidad civil del arrendador se ve afectada en caso de incendio según la AP de A Coruña?,
0277d8f0-3325-11ef-ac10-735b2122cefb,Cómo ser personal shopper inmobiliario?,
027bdba0-0867-11ef-b68a-97637664f329,Qué es una Vivienda de Protección Pública de Precio Limitado?,
0288b380-f448-11ee-9ae3-01bf1558124b,¿Qué beneficio económico se obtiene al participar en una cooperativa de viviendas?,
028906d0-f436-11ee-9ae3-01bf1558124b,¿Qué tengo que saber del Abogado que llevará el desahucio?,
0289e560-0867-11ef-b68a-97637664f329,"Cuál es la diferencia entre las VPO, VPPB y VPPL?",
028a1840-f436-11ee-9ae3-01bf1558124b,¿Cuántos desahucios como mínimo debe haber gestionado el abogado para garantizar su experiencia?,
028ca5c0-f435-11ee-9ae3-01bf1558124b,¿Qué sucede si el demandante está de acuerdo con la enervación intentada por el inquilino?,
029446e0-f435-11ee-9ae3-01bf1558124b,¿Y si paga para enervar la acción de desahucio?,
02951a20-f449-11ee-9ae3-01bf1558124b,¿Bajo qué condición la AP de Salamanca indica que un propietario podría ser responsable de los actos del inquilino?,
02974790-f44a-11ee-9ae3-01bf1558124b,"En el supuesto de arrendamiento con opción de compra de una vivienda, si no se ejercita la opción, ¿sigue vigente el contrato de arrendamiento y, en tal caso sujeto a la LAU, o se extingue por el no ejercicio de la citada opción?",
029831f0-f44a-11ee-9ae3-01bf1558124b,¿Cuál es el plazo máximo de prórroga del contrato de arrendamiento para uso de vivienda con opción a compra según el art.9 de la LAU?,
02a355c0-3325-11ef-ac10-735b2122cefb,que incluye un Contrato de personal shopper inmobiliario?,
02a8bb40-f41f-11ee-9ae3-01bf1558124b,"¿Cuál es el límite para no tributar en el Impuesto de Patrimonio?
",
02ab4bf0-f422-11ee-9ae3-01bf1558124b,"¿Si alquilo con opción a compra un piso, qué impuestos tengo que pagar?",
02af5380-f436-11ee-9ae3-01bf1558124b,¿Qué tipo de experiencia es crucial que tenga el abogado en relación con los desahucios?,
02b064f0-f436-11ee-9ae3-01bf1558124b,¿Qué debe incluir el Letrado en la hoja de encargo respecto a su experiencia?,
02b15150-f420-11ee-9ae3-01bf1558124b,"¿Cuándo se requiere especificar el régimen económico matrimonial concreto en la inscripción de compraventas?
",
02b55720-3325-11ef-ac10-735b2122cefb,¿Cuánto cobra un personal shopper inmobiliario?,
02b5bcc0-160f-11ef-9dd0-2f00890c214c,que puedo hacer si las obras del vecino me están perjudicando?,
02b5d340-f422-11ee-9ae3-01bf1558124b,¿Qué impuestos tiene que pagar el inquilino en el alquiler con opción a compra si la vivienda es nueva?,
02b5daa0-f41f-11ee-9ae3-01bf1558124b,¿De cuánto es la exención por vivienda habitual en el Impuesto de Patrimonio?,
02b90cf0-f435-11ee-9ae3-01bf1558124b,¿Cuántas veces puede ser utilizado el derecho a enervar por el inquilino?,
02ba5200-f420-11ee-9ae3-01bf1558124b,"¿Qué pasa si los cónyuges extranjeros quieren inscribir la compra de un inmueble en España y han tenido su primer domicilio familiar en España?
",
02bb95a0-27d5-11ef-8122-7be37c204bdf,con cuanto tiempo de antelacion tengo que avisar la subida del ipc,
02bcc1a0-160f-11ef-9dd0-2f00890c214c,"Un vecino ha hecho obras ilegales, necesito consejo",
02bd1280-18fe-11ef-8122-7be37c204bdf,¿Un propietario puede resolver un contrato de arrendamiento si los vecinos del inmueble arrendado se quejan del comportamiento de los arrendatarios?,
02c14a50-f435-11ee-9ae3-01bf1558124b,¿Qué ocurre si el arrendador considera que la enervación no se ha realizado correctamente?,
02c2c460-f44a-11ee-9ae3-01bf1558124b,¿Puede el inquilino-adquiriente decidir no ejercer la opción de compra y aún así prorrogar el contrato de arrendamiento?,
02c50e50-f44a-11ee-9ae3-01bf1558124b,¿Bajo qué circunstancia específica del artículo 9.3 de la LAU podría cancelarse el contrato de arrendamiento con opción a compra?,
02ca0210-f423-11ee-9ae3-01bf1558124b,¿Hasta qué fecha se puede solicitar la rectificación de la autoliquidación para la venta de una vivienda habitual en el ejercicio 2018?,
02cf0b20-f423-11ee-9ae3-01bf1558124b,"¿Qué pasa con los contribuyentes que vendieron su vivienda en 2021, 2020, 2019 o 2018?",
02d387e0-f437-11ee-9ae3-01bf1558124b,¿Qué es el alquiler en comodato?,
02d63d10-160f-11ef-9dd0-2f00890c214c,¿Cuándo prescriben las obras ilegales en una comunidad de propietarios?,
02d68a90-f436-11ee-9ae3-01bf1558124b,¿Cómo y cuándo debe el abogado mantenernos informados sobre el proceso de desahucio?,
02d6bc30-f437-11ee-9ae3-01bf1558124b,¿Qué es el comodato?,
02d6c8c0-f422-11ee-9ae3-01bf1558124b,¿Cuál es el porcentaje de IVA aplicable en el alquiler con opción a compra si el inmueble se destina a vivienda?,
02db55b0-3325-11ef-ac10-735b2122cefb,¿Quién podría beneficiarse de contratar a un personal shopper inmobiliario? ,
02dbd530-f44b-11ee-9ae3-01bf1558124b,"¿Si alguien compra una casa que estaba alquilada por más de cinco años, tiene que seguir alquilándola mucho tiempo?",
02dd86e0-f41f-11ee-9ae3-01bf1558124b,¿Cuál es la tarifa del impuesto sobre el patrimonio?,
02e01790-f422-11ee-9ae3-01bf1558124b,¿Qué artículo de la LIVA regula el porcentaje de IVA aplicable en el alquiler con opción a compra?,
02e66080-f41f-11ee-9ae3-01bf1558124b,¿Qué comunidades autónomas han mantenido el mínimo exento del Impuesto sobre Patrimonio?,
02e9fb70-f44a-11ee-9ae3-01bf1558124b,¿Cuánto tiempo debe haber transcurrido de alquiler para que el arrendador pueda recuperar la vivienda para sí o sus familiares directos según el artículo 9.3 de la LAU?,
02ea2d10-f44b-11ee-9ae3-01bf1558124b,¿Qué pasa si la casa que alquilaban tenía un contrato por más de siete años y alguien la compra?,
02ea6150-160f-11ef-9dd0-2f00890c214c,que puedo hacer si mi vecino esta haciendo obras ilegales?,
02ea7d30-f435-11ee-9ae3-01bf1558124b,¿Cómo se resuelve la situación si hay un desacuerdo sobre la enervación en el juicio?,
02ee8f90-3325-11ef-ac10-735b2122cefb,cuales son las ventajas de contratar a un shopper inmobiliario?,
02f04ec0-f423-11ee-9ae3-01bf1558124b,¿Cuál es el plazo máximo que contempla la normativa tributaria para solicitar la rectificación de una autoliquidación?,
